text,text_clean,label,label_int,has_tamil_script,is_code_switched,text_length,word_count
She is looking some similar to vidya balan,She is looking some similar to vidya balan,0,,False,False,42,8
Neega thalaivar gethu nenacha oru like potu ponga,Neega thalaivar gethu nenacha oru like potu ponga,3,,False,False,49,8
Yuvan music Ajith sir gethuuu . Vera level daaa,Yuvan music Ajith sir gethuuu . Vera level daaa,0,,False,False,47,9
Thala🥰 video parthutu dislike panravununga aprm bad comments podravunugalukulam SURA trailer la kamichu sagadikunum🤕...to all haters,Thala video parthutu dislike panravununga aprm bad comments podravunugalukulam SURA trailer la kamichu sagadikunum ...to all haters,2,,False,True,131,17
Thala pola varuma Thala eppavume Mass vera level,Thala pola varuma Thala eppavume Mass vera level,0,,False,False,48,8
vetrimaran dhanush combo  polladhavan  aadukalam vada chennai   asuran loading...............................,vetrimaran dhanush combo polladhavan aadukalam vada chennai asuran loading...,0,,False,False,77,9
Enna ji trailer keta kadhaiavae sollitingha,Enna ji trailer keta kadhaiavae sollitingha,0,,False,False,43,6
Dhayavasenju indha padathula mass ila mayiru ila nu yevanum saavadikadheenga.. let him do such roles.. it's healthy!,Dhayavasenju indha padathula mass ila mayiru ila nu yevanum saavadikadheenga.. let him do such roles.. it's healthy!,0,,False,False,116,17
Pakka pakka mass class thala vere level,Pakka pakka mass class thala vere level,0,,False,False,39,7
Ending dialogue vera level semma thala pinnetinga,Ending dialogue vera level semma thala pinnetinga,0,,False,False,49,7
Ajithuku vakkil getup and argument pandrathellam set agathu.....,Ajithuku vakkil getup and argument pandrathellam set agathu...,0,,False,False,62,8
Tamil trailer nachina vallu okka like here,Tamil trailer nachina vallu okka like here,4,,False,False,42,7
Teaser LA ye mukka padatha mudichitinga innum enna balance?,Teaser LA ye mukka padatha mudichitinga innum enna balance?,1,,False,True,59,9
Karthi Anna trailer paingarama iruku  Diwali Ku mummaiyilaiya sangam theatre povan I like the trailer,Karthi Anna trailer paingarama iruku Diwali Ku mummaiyilaiya sangam theatre povan I like the trailer,0,,False,False,100,15
petta vs viswasam  old vs new  I prefer old...   rare diamond,petta vs viswasam old vs new I prefer old... rare diamond,2,,False,False,57,11
Bgm mass irrukunu solluvanga like podungabangam ....,Bgm mass irrukunu solluvanga like podungabangam ...,0,,False,False,51,7
Veeram ku apram Oru Ajith padam paakanum nu thonudhuna adhu  indha padam dhan,Veeram ku apram Oru Ajith padam paakanum nu thonudhuna adhu indha padam dhan,0,,False,False,76,13
"Telugu, hindi, kannada teaser eppo release?","Telugu, hindi, kannada teaser eppo release?",3,,False,False,43,6
Intha thadava national award miss aagathu!! Eluthiruvaila vechukkonga,Intha thadava national award miss aagathu!! Eluthiruvaila vechukkonga,0,,False,False,69,8
Orutharmela neenga viswasatha katradhukaga inoruthara en asinga paduthureenga!! . #veralvlthala,Orutharmela neenga viswasatha katradhukaga inoruthara en asinga paduthureenga!! . veralvlthala,0,,False,False,94,10
645k tamil trailor likes....hindi 71k only...keep watch thala patalam ....,645k tamil trailor likes...hindi 71k only...keep watch thala patalam ...,0,,False,False,72,10
Love from Karnataka !! Loved trailer .. dub in Kannada ..,Love from Karnataka !! Loved trailer .. dub in Kannada ..,0,,False,False,57,11
Thaliva unagala matum tha ipdi gethu kata mudium World Ka oru mass..,Thaliva unagala matum tha ipdi gethu kata mudium World Ka oru mass..,1,,False,True,68,12
Gethu kaatraru pa Vikram ji.... Mersalayitan.....,Gethu kaatraru pa Vikram ji... Mersalayitan...,0,,False,True,46,6
Rajni kitta poi kelu vijayakanth annana pathi. Payam thiriyum.,Rajni kitta poi kelu vijayakanth annana pathi. Payam thiriyum.,3,,False,False,62,9
rajini fans like here and subsibe me,rajini fans like here and subsibe me,0,,False,False,36,7
Intha matri thairiyasaali epavavathu oruthan than porapan... Avana payan paduthikidavan than buthisaali... Neenga buthisaali than vetrimaran sir.,Intha matri thairiyasaali epavavathu oruthan than porapan... Avana payan paduthikidavan than buthisaali... Neenga buthisaali than vetrimaran sir.,0,,False,False,145,17
Thala voice supar .......Movie vera level.....Bgm nice,Thala voice supar ...Movie vera level...Bgm nice,0,,False,False,48,7
Enna trailer da .....mass da .terrified .... extraordinary,Enna trailer da ...mass da .terrified ... extraordinary,0,,False,True,55,8
Poda kezha koodhi....Vera  kooda solla lam ...inga unakum sombadichikitu un kaala nakki pozhaikira nainga overa kolaikum. ......,Poda kezha koodhi...Vera kooda solla lam ...inga unakum sombadichikitu un kaala nakki pozhaikira nainga overa kolaikum. ...,1,,False,False,123,17
Last line vera lvl  bangam.......love u thaala,Last line vera lvl bangam...love u thaala,0,,False,False,41,7
"Indha maadri ponnungalukku ipdi dhan nadakkum... - No, apdi nadakka kudaadhu.  KUDOS TO THE SCRIPT WRITER.","Indha maadri ponnungalukku ipdi dhan nadakkum... - No, apdi nadakka kudaadhu. KUDOS TO THE SCRIPT WRITER.",2,,False,False,105,16
Ennudaya data lam trailer pathey kali pannitu irukkan thala fans... Ennai pol ulla fans like podunga,Ennudaya data lam trailer pathey kali pannitu irukkan thala fans... Ennai pol ulla fans like podunga,0,,False,False,100,16
Cerita pelik2 yg jadi nombor 1 pening aq,Cerita pelik2 yg jadi nombor 1 pening aq,1,,False,False,40,8
Crime movie kagave pakanum da...un munji pakavarala,Crime movie kagave pakanum da...un munji pakavarala,2,,False,True,51,7
Eppaa dai unmaiyna courtukku veeduma alainjavanttea poi kealunga judge munnadi eppadi pesuvanganndu therium,Eppaa dai unmaiyna courtukku veeduma alainjavanttea poi kealunga judge munnadi eppadi pesuvanganndu therium,0,,False,False,107,13
Aama dhadi valikinu. Lawyer can't speak like this. Mokke. Vijay is vijay,Aama dhadi valikinu. Lawyer can't speak like this. Mokke. Vijay is vijay,1,,False,False,72,12
oruthar mela irukkura viswasathukkaga innoruthara yen asingapaduthuringa ... dialogue semma,oruthar mela irukkura viswasathukkaga innoruthara yen asingapaduthuringa ... dialogue semma,0,,False,False,91,10
Sk future avengers uruvaka neengathan karanama irukka poringa all the best,Sk future avengers uruvaka neengathan karanama irukka poringa all the best,2,,False,False,74,11
Super star Rajini fans hit like,Super star Rajini fans hit like,1,,False,False,31,6
Soon 1M Likes  Before Movie Release Kandippa Vantudum,Soon 1M Likes Before Movie Release Kandippa Vantudum,0,,False,False,52,8
Mavane! Kola Kandula iruken! Petta parak,Mavane! Kola Kandula iruken! Petta parak,0,,False,False,40,6
0:47 Yuvan Bgm therikuthu use headset,0 47 Yuvan Bgm therikuthu use headset,0,,False,False,37,7
Adv Lk lal krishna rolling on tamil,Adv Lk lal krishna rolling on tamil,0,,False,False,35,7
already hollywood padathila idhathana yeduthu vachirukanunga...marupadiyum yenda.,already hollywood padathila idhathana yeduthu vachirukanunga...marupadiyum yenda.,0,,False,False,81,7
#Asuran FDFS WAIT PANDRAVAGA MATTUM LIKE PODUGA..,Asuran FDFS WAIT PANDRAVAGA MATTUM LIKE PODUGA..,0,,False,False,48,7
omg rajini is killing awesome.....get rajinified,omg rajini is killing awesome...get rajinified,0,,False,False,46,6
Two weeks vijay tvla potruvan appa pathukalam,Two weeks vijay tvla potruvan appa pathukalam,0,,False,False,45,7
Marana kattu katta Thalaiver Ready....!! Dharmathin Thalaivan RAJINI back....!!!  Indha pongalukku PETTA sweet sapidu poram.......!!!!!!,Marana kattu katta Thalaiver Ready...!! Dharmathin Thalaivan RAJINI back...!!! Indha pongalukku PETTA sweet sapidu poram...!!!,0,,False,False,126,15
Ne va thalaivaaaa...  Thukku duraya adichu thukkiralam...,Ne va thalaivaaa... Thukku duraya adichu thukkiralam...,0,,False,True,55,7
Bigiluku sariyana padam but intha padame ippadina bigil yeppadi,Bigiluku sariyana padam but intha padame ippadina bigil yeppadi,2,,False,False,63,9
2000 crore fix 2000-500=1500 crore ka profit🤑,2000 crore fix 2000-500 1500 crore ka profit,2,,False,True,44,8
Thala kola mass      thala,Thala kola mass thala,0,,False,False,21,4
Vaitherichalaa! Dislike pottu manasa thethikonga! Thalaivar kaal negatha kooda neenga thoda mudiyaathu! Poi moodikittu paduthurunga!,Vaitherichalaa! Dislike pottu manasa thethikonga! Thalaivar kaal negatha kooda neenga thoda mudiyaathu! Poi moodikittu paduthurunga!,2,,False,False,132,15
Entha padam satharana thala padama erukathu wait panni paruga audience Mathila miga periya impact erukum 100%,Entha padam satharana thala padama erukathu wait panni paruga audience Mathila miga periya impact erukum 100,0,,False,False,108,16
Anna Vera level na neenga....movie hit aaguma,Anna Vera level na neenga...movie hit aaguma,0,,False,True,44,7
Idhu amithab hindi remake in tamil,Idhu amithab hindi remake in tamil,0,,False,False,34,6
Diwali first day first show Bigil ku illa da kaithi ku dhan,Diwali first day first show Bigil ku illa da kaithi ku dhan,3,,False,True,59,12
neenga vilayadnathu enkitte ille yaman kitte  chiyan vikram,neenga vilayadnathu enkitte ille yaman kitte chiyan vikram,0,,False,False,58,8
Sirappana tharamana sambavam inima dhaan pakka pora..,Sirappana tharamana sambavam inima dhaan pakka pora..,1,,False,False,53,7
wait pannuga bass innu scene mudila,wait pannuga bass innu scene mudila,0,,False,False,35,6
Telugu remake in NBK movie name lawyer saab,Telugu remake in NBK movie name lawyer saab,4,,False,False,43,8
All the best from young rebelstar ABHISHEKAMBARISH brigade karnataka jai ambrishana jai thaliva jai abhishek,All the best from young rebelstar ABHISHEKAMBARISH brigade karnataka jai ambrishana jai thaliva jai abhishek,4,,False,False,108,15
sema ultimate trailer . i m so so exited.,sema ultimate trailer . i m so so exited.,0,,False,False,41,9
Indha maari ponnungaluku Indha maari dhaan nadakkum   Thala:Nadakkadhu...Nadakkka Koodadhu....    Verithanam,Indha maari ponnungaluku Indha maari dhaan nadakkum Thala Nadakkadhu...Nadakkka Koodadhu... Verithanam,0,,False,False,102,11
Megha akash nadicha padam enpt thavara ellame release aaguthu inum enpt matum kanom epa than da varum🤨🤨🤨🤨,Megha akash nadicha padam enpt thavara ellame release aaguthu inum enpt matum kanom epa than da varum,3,,False,True,101,17
Wowwwww Thalaivaaaaa pathute irukanum Pola iruku lovely,Wo Thalaivaaa pathute irukanum Pola iruku lovely,0,,False,False,48,7
Rajini sir different ta erukar sema ya erukuuu i m waiting....,Rajini sir different ta erukar sema ya erukuuu i m waiting...,0,,False,False,61,11
Padam theatre la semma MASS Kaattum  Semmaya kalla kattum,Padam theatre la semma MASS Kaattum Semmaya kalla kattum,0,,False,True,56,9
Let's make it 1 million likes..,Let's make it 1 million likes..,0,,False,False,31,6
Ayyyoooo Vera level! Vera level! Vera level! Vera level! Vera level! Vera level! Vera level! Vera level! Veraaaaaa level!!!,Ayyyooo Vera level! Vera level! Vera level! Vera level! Vera level! Vera level! Vera level! Vera level! Veraaa level!!!,0,,False,False,119,19
Super star rajni sir love you,Super star rajni sir love you,0,,False,False,29,6
Thala   verithanam  intha padam rapists ku marana serupadi kudukum,Thala verithanam intha padam rapists ku marana serupadi kudukum,0,,False,False,63,9
Thalaiva nee VA naanga irrukum nee maatum thaan Thalaiva,Thalaiva nee VA naanga irrukum nee maatum thaan Thalaiva,1,,False,True,56,9
Maasu maranam tough uh tharanum athuku ivantha poranthu varanum ....,Maasu maranam tough uh tharanum athuku ivantha poranthu varanum ...,0,,False,False,67,10
Semma vera lvl by thala fan da,Semma vera lvl by thala fan da,0,,False,True,30,7
1.boll cheet ipadi niriyaniriya niriya 2.apdiyelam nadakthu i like both dialogues inortharuku viswasam katrathukaga inorthara en asngapaduthringa,1.boll cheet ipadi niriyaniriya niriya 2.apdiyelam nadakthu i like both dialogues inortharuku viswasam katrathukaga inorthara en asngapaduthringa,0,,False,False,145,17
Idaila kgf bgm kedathu enaku madumthana 🤔🤔🤔🤔🤯,Idaila kgf bgm kedathu enaku madumthana,1,,False,False,39,6
Semma stylish... Olunga odi poidunga kolaveri la irukken adhichu trouser oda oda vitruven... Mass action movie maathiri irukku,Semma stylish... Olunga odi poidunga kolaveri la irukken adhichu trouser oda oda vitruven... Mass action movie maathiri irukku,0,,False,True,126,18
Oruthar mela VISHWASAM kaatrathukaga mathavangala yen asingapaduthuringa!!! THALA CLAZZZZ!!,Oruthar mela VISHWASAM kaatrathukaga mathavangala yen asingapaduthuringa!!! THALA CLAZZZ!!,0,,False,False,90,9
KOLA KAND LA IRRUKEN MAVANEY KOLLA MA VIDDAMATEN....,KOLA KAND LA IRRUKEN MAVANEY KOLLA MA VIDDAMATEN...,1,,False,True,51,8
mass uh maranam tough uh tharanum athuku avanthaan poranthu varanum........,mass uh maranam tough uh tharanum athuku avanthaan poranthu varanum...,3,,False,False,70,10
Climax  Heavy maranna mass seen seens............,Climax Heavy maranna mass seen seens...,1,,False,False,39,6
Intha padamavuthu s.k ku nalla come back ah irukanum...,Intha padamavuthu s.k ku nalla come back ah irukanum...,2,,False,False,55,9
Dheventhiran history Tamil Nadu la  people nalla parunga nanga kashtapattatha,Dheventhiran history Tamil Nadu la people nalla parunga nanga kashtapattatha,0,,False,True,76,10
Danush item boy movie laaam pakkurathu ella,Danush item boy movie laaam pakkurathu ella,1,,False,False,43,7
Annanu angu keralavilum und katta fan base,Annanu angu keralavilum und katta fan base,1,,False,False,42,7
Bhai rajni kant ko kitna makup karke movie nikaloge bas karo,Bhai rajni kant ko kitna makup karke movie nikaloge bas karo,0,,False,False,60,11
Law students mattum oru like ah potutu ponga,Law students mattum oru like ah potutu ponga,0,,False,False,44,8
Unmayana  kelvi.. Oruvarukku visvasatha katta  Innouvana asinga paduthi taan kattum... enda muttal manidanin ulagam...,Unmayana kelvi.. Oruvarukku visvasatha katta Innouvana asinga paduthi taan kattum... enda muttal manidanin ulagam...,0,,False,False,116,14
"Vijay fans we support Rajini sir , Thalivar thaan jaikanum .","Vijay fans we support Rajini sir , Thalivar thaan jaikanum .",3,,False,False,60,11
Alampitinga thala.ponga..thala veriyan.paramakudi.vaigai nagar thala boys,Alampitinga thala.ponga..thala veriyan.paramakudi.vaigai nagar thala boys,0,,False,False,73,6
KAITHI WILL BE BEAT BIGIL SURE,KAITHI WILL BE BEAT BIGIL SURE,3,,False,False,30,6
Thalapathy fans like Sarkar diwali like here,Thalapathy fans like Sarkar diwali like here,0,,False,False,44,7
Kola masss..... Waiting for manitha kadavul... Dharisanam,Kola masss... Waiting for manitha kadavul... Dharisanam,0,,False,False,55,7
Trailer verithanam solravanga mattum like podunga,Trailer verithanam solravanga mattum like podunga,0,,False,False,49,6
Irukku pongaluku tharamana sambavam iruku  Nee vaa thalaiva theater la marana mass pandro,Irukku pongaluku tharamana sambavam iruku Nee vaa thalaiva theater la marana mass pandro,0,,False,True,88,13
decent vijay chander style - pakka commercial,decent vijay chander style - pakka commercial,0,,False,False,45,7
Trailer vere level superstar fan hit like it,Trailer vere level superstar fan hit like it,0,,False,False,44,8
padam paathutu vandu trailer paatavanga like podunga,padam paathutu vandu trailer paatavanga like podunga,0,,False,False,52,7
pakkalam padam thalaivar shankar arr combo vera waiting,pakkalam padam thalaivar shankar arr combo vera waiting,0,,False,False,55,8
500 thadavaiku male nkp trailer ah parthavanga mattum oru like podunga,500 thadavaiku male nkp trailer ah parthavanga mattum oru like podunga,0,,False,False,70,11
How many days rajani make same movie..,How many days rajani make same movie..,0,,False,False,38,7
Sathyama sollurean sodai badam inimayel tamil naatulla odaithu adichi andruwarroda oda vittru ohm,Sathyama sollurean sodai badam inimayel tamil naatulla odaithu adichi andruwarroda oda vittru ohm,4,,False,False,97,13
400k likes on d way,400k likes on d way,0,,False,False,19,5
Viswasam 7hrs 1million likes...still petta mukkifyng,Viswasam 7hrs 1million likes...still petta mukkifyng,2,,False,False,52,6
ENNADAAN TRENDING AAGAAM A SETTING PANNAALUM 29.5 M VIEWS AMAZING 40 HOURS SEMMA THALAIVAAAAAA  NAANGA ADIKUROME,ENNADAAN TRENDING AAGAAM A SETTING PANNAALUM 29.5 M VIEWS AMAZING 40 HOURS SEMMA THALAIVAAA NAANGA ADIKUROME,0,,False,False,108,16
Thala Rasigargal Eppavume Thalayaiyu Thanmanathaiyum Yarukagavum Vittu kuduka matom.,Thala Rasigargal Eppavume Thalayaiyu Thanmanathaiyum Yarukagavum Vittu kuduka matom.,0,,False,False,84,9
petta marana mass iruku smile,petta marana mass iruku smile,0,,False,False,29,5
Thendamaiku intha padam oru sauku. Adi,Thendamaiku intha padam oru sauku. Adi,0,,False,False,38,6
konjam oovera than porooomo 2.O.... paravala poi than papomae ena pana poranga,konjam oovera than porooomo 2.O... paravala poi than papomae ena pana poranga,2,,False,False,77,12
Yellarum avaroda stylea pattimattum sonenga  But 69 vayasulum avaru evalavu slim-a. Erukaru athapatthi sollalaue,Yellarum avaroda stylea pattimattum sonenga But 69 vayasulum avaru evalavu slim-a. Erukaru athapatthi sollalaue,2,,False,False,111,14
